30,11.435233
35,11.413404
40,11.349479
45,11.350851
50,11.287936
55,11.306061
60,11.270287
65,11.238271
70,11.233585
75,11.157925
80,11.152590
85,nan
90,10.941149
95,10.734808
100,10.491477
105,10.218553
110,9.989054
115,9.820080
120,9.674287
125,9.522697
130,9.390540
135,9.257634
140,9.134623
145,9.013344
150,8.892742
155,8.777415
