20,9.077260
25,9.105637
30,9.081163
35,9.075956
40,9.056593
45,9.085911
50,9.026231
55,9.091059
60,9.037164
65,9.031723
70,9.014401
75,9.056656
80,9.007146
85,9.075541
90,9.009268
95,9.027044
100,9.029399
105,9.010316
110,8.975026
